Bill_id,Bill_description,Patron_id,Patron_name
SB565,"Virginia Contractor Transaction Recovery Fund; claim limits, license threshold amounts.",S0099,Sturtevant
SB566,"Virginia Workforce Housing Assistance Program; established, report.",S0099,Sturtevant
SB567,"Virginia Family Grocery Basket; established, civil penalty.",S0099,Sturtevant
SB568,"Public schools; student instruction, addictive potential of time spent using certain electr. device.",S0099,Sturtevant
SB569,"Protection of employees; covenants not to compete, involuntarily separated employees.",S0099,Sturtevant
SB570,Search warrants; unattended deaths.,S0131,Mulchi
SB571,"Disabled Veterans Family Passport; established, free entry into state parks and discounted services.",S0099,Sturtevant
SB572,Retail Sales and Use Tax; exemptions for tangible personal property used for public improvements.,S0088,Reeves
SB573,"Military Affairs, Dept. of, emergency vehicles; equipped with flashing red and white warning lights.",S0088,Reeves
SB574,Auctioneers Board; citizen members.,S0088,Reeves
SB575,"Virginia Public Procurement Act; joint and cooperative procurement, construction exception.",S0088,Reeves
SB576,"Teacher licensure; three-year license to teach career and technical education, etc.",S0088,Reeves
SB577,Virginia Residential Property Disclosure Act; required disclosures for buyer beware.,S0088,Reeves
SB578,Auctioneers; definition.,S0088,Reeves
SB579,"Illegal gambling; online sweepstakes games, civil penalty.",S0088,Reeves
SB580,"Individuals receiving services in a hospital, training center, etc.; right to send and receive mail.",S0105,Peake
SB581,"Fairfax, City of; amending charter, elections, compensation for members of boards or commissions.",S0127,Salim
SB582,"Absentee & provisional ballots; process & timing for rejected applications, rejected prov. ballots.",S0127,Salim
SB583,"Bus obstruction monitoring systems; parking, stopping, and standing enforcement, civil penalties.",S0127,Salim
SB584,"Campaign finance; contribution limits, penalties.",S0127,Salim
SB585,"Virginia Fair Housing Law, et al.; personalized algorithmic pricing disclosures, prohibitions.",S0127,Salim
SB586,"Health carriers; use of artificial intelligence, disclosures.",S0127,Salim
SB587,"Transportation network companies; establishes minimum compensation rates, civil penalty.",S0127,Salim
SB588,Solar facilities; Department of Energy to develop criteria to determine appropriateness of sites.,S0080,Marsden
SB589,"Trees; conservation and replacement during development process in certain localities, report.",S0127,Salim
SB590,"Benefit awareness & access prog.; establishes, military service members transition to civilian life.",S0105,Peake
SB591,"Income tax, state; free tax filing program for individuals.",S0098,McPike
SB592,"Career and technical education courses, pathways, and credentials; biennial review, report.",S0114,Bagby
SB593,"Health insurance; balance billing protection, emergency medical services vehicle transportation.",S0125,Perry
SB594,Motor vehicle insurance; unauthorized addition of insured drivers prohibited.,S0096,DeSteph
SB595,Mechanics and storage liens; vehicle data.,S0096,DeSteph
SB596,"Contraception; definitions, establishes right to obtain, applicability, enforcement.",S0117,Carroll Foy
SB597,Wage garnishments; treasurers' liens for unpaid taxes and charges.,S0115,Aird
SB598,"Electric utilities; renewable portfolio standard program, zero-carbon electricity, etc.",S0062,Deeds
SB599,Va. Opioid Use Red. & Jail-Based Substance Use Disorder Trtmt. and Transition Fund; grant procedure.,S0133,Srinivasan
SB600,Virginia National Guard; nonjudicial disciplinary proceedings.,S0088,Reeves
SB601,Virginia National Guard State Tuition Assistance Program; grants.,S0088,Reeves
SB602,Marcus alert system; external database information removal.,S0120,Durant
SB603,School boards; policies relating to volunteer student life counseling and support services.,S0088,Reeves
SB604,"Charitable gaming; common interest communities, bingo.",S0120,Durant
SB605,"Accountancy, Board of; licensing requirements, inactive and emeritus status.",S0068,Obenshain
SB606,Six-Year Capital Outlay Plan Advisory Committee; agencies shall provide assist. to Comm. on request.,S0019,Lucas
SB607,"Sales and use tax; additional local tax to support schools, referendum.",S0019,Lucas
SB608,Peer recovery specialists; VDH & DOC to develop guidelines for hiring.,S0111,Pillion
SB609,"Virginia Lottery and Gaming Authority; established, definitions, prohibited acts, etc.",S0019,Lucas
SB610,Revenue reserves and budgetary amendments; withdrawal from Revenue Stabilization Fund.,S0019,Lucas
SB611,Economic development incentives; wage requirements.,S0062,Deeds
SB612,Motion picture production; extends income tax credit sunset.,S0111,Pillion
SB613,Real estate salesperson; DPOR to conduct review of current process for obtaining licensure.,S0111,Pillion
SB614,"Alcoholic beverage control; advertising materials, purchase and display of barrels.",S0111,Pillion
SB615,"Consumer Data Protection Act; online device pricing, prohibition.",S0124,Pekarsky
SB616,Emergency protective orders; extends duration.,S0131,Mulchi
SB617,"Virginia Erosion and Stormwater Management Program authority; right of entry, performance bond.",S0120,Durant
SB618,"Executive Secretary, Office of; annual trauma-informed education for certain court personnel.",S0131,Mulchi
SB619,Electric utilities; certificate of operation for high-load facilities.,S0133,Srinivasan
SB620,"Va. ABC Authority; permitting of retail tobacco product retailers, etc.",S0085,Ebbin
SB621,Electric utilities; electric grid utilization metrics; State Corporation Commission.,S0133,Srinivasan
SB622,"Title insurance; schedule of risk rates, policy rates.",S0080,Marsden
SB623,"Agricultural & Forestal Districts Act; size of parcels, reduction of core area acreage requirements.",S0120,Durant
SB624,"Assault and battery; definition of ""Islamophobia,"" penalty.",S0127,Salim
SB625,"Medical Education Service Grant Program; established, report.",S0062,Deeds
SB626,Health insurance; reporting requirements.,S0068,Obenshain
SB627,Electric utilities; renewable energy portfolio standard program.,S0096,DeSteph
SB628,"Eviction Reduction Program; established, report.",S0067,Locke
SB629,"First-time home buyer savings plan; townhouses, principal limits.",S0133,Srinivasan
SB630,Health insurance; tobacco surcharge.,S0117,Carroll Foy
SB631,Callous disregard for human life and probable consequences; penalties.,S0133,Srinivasan
SB632,"Elections; candidates and elected officials, confidentiality of personally identifiable information.",S0115,Aird
SB633,Emergency medical services and medical support; VDH to publish resources regarding large events.,S0133,Srinivasan
SB634,"Petition for modification of a sentence; eligibility, procedures, report.",S0062,Deeds
SB635,"State of preparedness; feasibility & impact of program to prioritize prevention/mitigation, etc.",S0069,McDougle
SB636,Confederate monuments and memorials; Department of General Services to remove from Capitol Square.,S0085,Ebbin
SB637,"Virginia Human Rights Act; nondiscrimination, procedures for charge of unlawful discrimination.",S0085,Ebbin
SB638,"Transportation; changes various provisions of existing funds, etc.",S0085,Ebbin
SB639,Motor vehicle registration; authority of school division to request numbers.,S0078,Stuart
SB640,"Child abuse or neglect; centralized hotline for reports or complaints, etc.",S0111,Pillion
SB641,Office-based buprenorphine treatment; Board of Medicine to amend regulations.,S0111,Pillion
SB642,Health insurance; coverage of medications prescribed for treatment of cancer & diseases of blood.,S0111,Pillion
SB643,"Firearms, certain; possession, transportation, or purchase by certain persons, penalty.",S0100,Surovell
SB644,"Minimum wage and overtime wages; payment, misclassification of workers, civil actions.",S0100,Surovell
SB645,"Air Pollution Control Board; regulations, small renewable energy projects, anaerobic tech., report.",S0100,Surovell
SB646,Fiscal impact statements and estimates; citizen impacts included.,S0132,Cifers
SB647,"Unmanned aircraft systems; use by law-enforcement officers, search warrants.",S0111,Pillion
SB648,"Counties, cities, & towns; members of governing body, continuing personal interest in transactions.",S0125,Perry
SB649,"Real property tax; special assessment on basis of use, notice requirements.",S0068,Obenshain
SB650,"Public utilities; water and sewerage companies, discounted rates for low-income customers.",S0080,Marsden
SB651,Underground electric distribution & transmission improvement; levy on utility customers by ordinance.,S0125,Perry
SB652,SCC's Bureau of Insurance; customer satisfaction info. from property & casualty insurance providers.,S0133,Srinivasan
SB653,Emergency protective orders; statement of alleged act of abuse.,S0131,Mulchi
SB654,Virginia militia; officers of certain educational institutions.,S0118,Craig
SB655,"Fentanyl; possession in presence of minor prohibited, enhanced penalty.",S0120,Durant
SB656,"Standards of Quality; class size limits, exception for certain ensemble music classes, definition.",S0120,Durant
SB657,Larceny; charging several acts or any offense.,S0120,Durant
SB658,"Back-end, opt-out automatic voter registration; work group to study implementation.",S0113,Rouse
SB659,"Solar Interconnection Grant Program; established, report, sunset.",S0118,Craig
SB660,Virginia Self-Service Storage Act; disposal of abandoned personal property in certain cases.,S0113,Rouse
SB661,"Va. Small Business Economic Dev. Act; established, regulation and taxation of skill game machines.",S0113,Rouse
SB662,Taxation & revenues; extends sunsets for standard deduction and refundable earned income tax.,S0019,Lucas
SB663,Emergency vehicles; exempt from certain traffic regulations.,S0119,Diggs
SB664,Internal Revenue Code and state taxation; conformity of tax laws of the Commonwealth.,S0019,Lucas
SB665,Local housing policy; expands the range of changes that are required.,S0133,Srinivasan
SB666,"Residential land development and construction; fee transparency, local housing development.",S0133,Srinivasan
SB667,"Public service company; prevailing wage rate, apprenticeship requirements, penalties.",S0113,Rouse
SB668,"State pharmacy benefits manager; contractual provisions, report.",S0113,Rouse
SB669,"Pharmacy benefits managers; requirements, application of law, report, delayed effective date.",S0113,Rouse
SB670,"Fully autonomous vehicles; commercial use, civil penalty.",S0127,Salim
SB671,"Cannabis control; retail market, penalties.",S0113,Rouse
SB672,Emergency Response Exposure Grant Fund and Program; created.,S0113,Rouse
SB673,"Stalking; using electronically transmitted communication, penalty.",S0131,Mulchi
