Bill_id,Bill_description,Patron_id,Patron_name
HB9,Animal control officers; additional training.,H0359,Ennis
SJ291,Commending Jeffrey C. Greenfield.,S0127,Salim
SJ292,Commending Kate G. Doyle Feingold.,S0127,Salim
SJ293,Criminal Sentencing Commission; confirms appt. by the Chief Justice of Supreme Court of Chairman.,S0100,Surovell
SJ294,Commending Children's Home Society of Virginia.,S0116,Jordan
SJ295,Commending M'lissa Dunn.,S0078,Stuart
SJ296,Commending Ronald G. Montgomery.,S0119,Diggs
SJ297,Commending the Rotary Club of Woodstock.,S0121,French
SJ298,Commending Peace Camp at the Unitarian Universalist Church of Arlington.,S0086,Favola
SJ299,Commending PathForward.,S0086,Favola
SJ300,Commending Fairfax Court Appointed Special Advocates.,S0086,Favola
SJ301,Commending Karen Schwartzkopf.,S0129,VanValkenburg
SJ302,Commending Kimberley Ann Bobo.,S0086,Favola
SJ303,Commending Master Gardeners of Northern Virginia.,S0086,Favola
SJ304,Commending Scott McGeary.,S0088,Reeves
SJ305,"Commending Colonel James B. Cogbill, USA, Ret.",S0088,Reeves
SJ306,Celebrating the life of James Downer Ogg.,S0088,Reeves
SJ307,Celebrating the life of Joy Ann Durham Painter.,S0088,Reeves
SJ308,Commending Garland Nuckols.,S0088,Reeves
SJ309,Commending Carlos Del Toro.,S0088,Reeves
SJ310,Commending Bliley's Funeral Home.,S0129,VanValkenburg
SJ311,Commending the Douglas Freeman High School girls' lacrosse team.,S0129,VanValkenburg
SJ312,Commending the Hickory Hill School.,S0108,Hashmi
SJ313,Celebrating the life of Stella Dikos.,S0108,Hashmi
SJ314,Commending Bradley Muranko.,S0129,VanValkenburg
SJ315,Commending the Virginia Electoral Board Association.,S0099,Sturtevant
SJ316,Commending Erin Schaible.,S0127,Salim
SJ317,Celebrating the life of Kathi Gabriella Renee Simons.,S0129,VanValkenburg
SJ318,"Celebrating the life of Elvin Russell Cosby, Jr.",S0129,VanValkenburg
SJ319,Commending the King William County Courthouse.,S0078,Stuart
SJ320,Commending Gregory Trepp.,S0129,VanValkenburg
SJ321,Celebrating the life of Rafael Torrech III.,S0118,Craig
SJ322,"Celebrating the life of the Honorable Henry Levander Marsh, III.",S0114,Bagby
SJ323,Commending Billy Wagner.,S0112,Hackworth
SJ324,"Celebrating the life of the Honorable Frank Miller Ruff, Jr.",S0131,Mulchi
SJ325,Celebrating the life of Thomas S. Whipple.,S0086,Favola
SJ326,Self Storage Association; commemorating its 50th anniversary.,S0085,Ebbin
SJ327,Commending Noah Lyles.,S0085,Ebbin
SJ328,Celebrating the life of Michele Irene Chapman.,S0085,Ebbin
SJ329,Commending the Alexandria Little League Intermediate Division baseball team.,S0085,Ebbin
SJ330,Celebrating the life of William M. McCarty.,S0116,Jordan
SJ331,Commending the Minnie H. Peyton Community Center at Baileys.,S0085,Ebbin
SJ332,Celebrating the life of Marquise Sterling Hunt.,S0019,Lucas
SJ333,Commending veteran residents of Westminster-Canterbury on Chesapeake Bay.,S0096,DeSteph
SJ334,Celebrating the life of the Reverend Dr. Milton Roy Blount.,S0019,Lucas
SJ335,Governor; confirming appointments.,S0113,Rouse
SJ336,"Celebrating the life of Peter John Kemp, MD.",S0118,Craig
SJ337,Commending Ken Jessup.,S0118,Craig
SJ338,Commending the Elizabeth River Republican Women's Club.,S0118,Craig
SJ339,Commending Belinda Black.,S0130,Williams Graves
SJ340,"Celebrating the life of Benjamin ""Rod"" Rodriguez.",S0096,DeSteph
SJ341,Commending the Charlottesville Area Association of REALTORS?.,S0062,Deeds
SJ342,Commending Colette Sheehy.,S0062,Deeds
SJ343,Commending Vidya Ambati.,S0062,Deeds
SJ344,Commending Elizabeth Carlson Hilscher.,S0062,Deeds
SJ345,Commending Stephen King.,S0068,Obenshain
SJ346,Celebrating the life of Ellis Whedon James.,S0130,Williams Graves
SJ347,"Celebrating the life of the Reverend Roy Alphonso Carter, Sr.",S0129,VanValkenburg
SJ348,Commending the Oscar Smith High School football team.,S0118,Craig
SJ349,Commending Jim Thompson.,S0112,Hackworth
SJ350,Commending the Marion Senior High School girls' tennis team.,S0112,Hackworth
SJ351,Commending the Auburn High School volleyball team.,S0112,Hackworth
SJ352,Celebrating the life of George G. Brown.,S0112,Hackworth
SJ353,Commending Abigail Rhudy.,S0112,Hackworth
SJ354,"Celebrating the life of Danny Joe Dales, D.C.",S0112,Hackworth
SJ355,"Celebrating the life of Frank Earnest Atwell, Jr.",S0112,Hackworth
SJ356,Celebrating the life of Jeremy Lathan Compton.,S0112,Hackworth
SJ357,Commending the Nepali Community of Greater Richmond Virginia.,S0129,VanValkenburg
SJ358,"Commending STIHL, Inc.",S0096,DeSteph
SJ359,Commending Keith H. Johnson.,S0125,Perry
SJ360,Commending the Loudoun Therapeutic Riding Center.,S0125,Perry
SJ361,Commending the Chincoteague Island Pony Swim.,S0096,DeSteph
SJ362,"Celebrating the life of Sergeant Floyd Hugo Miles, Jr.",S0115,Aird
SJ363,Commending the Virginia Spaceport Authority.,S0096,DeSteph
SJ364,Celebrating the life of Robert McCabe Ryan.,S0088,Reeves
SJ365,Celebrating the life of George W. Lester II.,S0088,Reeves
SJ366,Commending Leanne Eyler.,S0096,DeSteph
SJ367,Commending the 100th Infantry (Century) Division.,S0088,Reeves
SJ368,"Celebrating the life of Grover C. Wilson, Jr.",S0088,Reeves
SJ369,Commending Children of the Shenandoah.,S0088,Reeves
SJ370,Commending Linda Ford.,S0096,DeSteph
SJ371,Commending Hoda Kotb.,S0100,Surovell
SJ372,"Commending the Honorable L.A. Harris, Jr.",S0129,VanValkenburg
SJ373,Commending Chesterfield County.,S0099,Sturtevant
SJ374,Celebrating the life of Joseph Lee Dean McClellan.,S0062,Deeds
SJ375,Commending Ruth Anne Walker.,S0062,Deeds
SJ376,Commending hemp farmers in Virginia.,S0125,Perry
SJ377,Celebrating the life of Elizabeth Boden.,S0125,Perry
SJ378,Celebrating the life of Harry Arthur Tenney.,S0062,Deeds
SJ379,"Celebrating the life of the Honorable Walter Benjamin Keister, Sr.",S0062,Deeds
SJ380,Commending Rising Mount Zion Baptist Church.,S0114,Bagby
SJ381,Commending Sally Bell's Kitchen.,S0114,Bagby
SJ382,Commending Children's Home Society of Virginia.,S0114,Bagby
SJ383,Commending Charles August Swanson.,S0114,Bagby
SJ384,Celebrating the life of Thaddeus Rubel Shelly III.,S0069,McDougle
SJ385,Celebrating the life of Richard Morris Bagby Rennolds.,S0069,McDougle
SJ386,Celebrating the life of Michael Alden Breeden.,S0068,Obenshain
SJ387,Commending Colonel Gary T. Settle.,S0068,Obenshain
SJ388,Commending Voices for Virginias Children.,S0133,Srinivasan
SJ389,"Commending Janet Gullickson, Ed.D.",S0120,Durant
SJ390,"Celebrating the life of Henry Conrad Warlick, Ed.D.",S0120,Durant
SJ391,Commending Janel Donohue.,S0120,Durant
SJ392,Commending Teri McNally.,S0120,Durant
SJ393,Celebrating the life of His Highness Prince Karim Agakhan.,S0129,VanValkenburg
SJ394,Celebrating the life of Jake Kincaid.,S0112,Hackworth
SJ395,Celebrating the life of David Eugene Dillow.,S0112,Hackworth
SJ396,Commending The Family Foundation of Virginia.,S0112,Hackworth
SJ397,Commending the Reverend Dr. Darrell K. White.,S0100,Surovell
SJ398,Commending EduTutorVA.,S0100,Surovell
SJ399,Commending Mount Vernon Woods Elementary School.,S0100,Surovell
SJ400,Commending Lane Elementary School.,S0100,Surovell
SJ401,Commending Hollin Meadows Elementary School.,S0100,Surovell
SJ402,Commending Halley Elementary School.,S0100,Surovell
SJ403,Commending Harvest Assembly Baptist Church.,S0100,Surovell
SJ404,Commending South County High School.,S0100,Surovell
SJ405,Commending Woodlawn Little League.,S0100,Surovell
SJ406,Commending the Virginia Wing of the Civil Air Patrol.,S0088,Reeves
SJ407,Commending Hollin Hills.,S0100,Surovell
SJ408,Commending the United States Army.,S0100,Surovell
SJ409,Commending the Lorton Community Action Center.,S0100,Surovell
SJ410,Commending the Northern Virginia Chamber of Commerce.,S0100,Surovell
SJ411,Commending J. Dean Norton.,S0100,Surovell
SJ412,Commending Karen Black.,S0118,Craig
SJ413,Commending Barry Eugene DuVal.,S0069,McDougle
SJ414,Commending Aubrey Jones.,S0119,Diggs
SJ415,Commending Roy Holder.,S0100,Surovell
SJ416,Commending WSVA.,S0068,Obenshain
SJ417,"Commending the Central Va. Cricket Assoc., Capital Women's Cricket League, & Richmond Youth Cricket.",S0129,VanValkenburg
SJ418,Commending Hamidullah Noori.,S0129,VanValkenburg
SJ419,Commending Fellowship Square.,S0106,Boysko
SJ420,Commending the Virginia chapter of the American Association of University Women.,S0106,Boysko
SJ421,Commending Sheila A. Olem.,S0106,Boysko
SJ422,Commending Namaste Club.,S0106,Boysko
SJ423,Commending Spring Hill Elementary School.,S0106,Boysko
SJ424,Commending Virginia Banton.,S0106,Boysko
SJ425,Commending Kaiya Amani Williams.,S0106,Boysko
SJ426,Commending Lina Liakakos.,S0106,Boysko
SJ427,Commending Donielle M. Scherff.,S0106,Boysko
SJ428,Commending Susy Reyes.,S0106,Boysko
SJ429,Commending Pradip Dhakal.,S0106,Boysko
SJ430,Commending Mia Mortman.,S0106,Boysko
SJ431,Commending Kian Tatsuo Linam.,S0106,Boysko
SJ432,Commending the Langley High School golf team.,S0106,Boysko
SJ433,Commending Renee Shi.,S0106,Boysko
SJ434,"Commending the Honorable William Ferguson Reid, M.D.",S0133,Srinivasan
SJ435,Commending the Langley High School girls' volleyball team.,S0106,Boysko
SJ436,Commending John Ulfelder.,S0106,Boysko
SJ437,Commending Anthony Guy Bennett.,S0062,Deeds
SJ438,Commending Shaboozey.,S0098,McPike
SJ439,Commending the Cameron Foundation.,S0115,Aird
SJ440,Celebrating the life of John William Lyver IV.,S0126,Roem
SJ441,Commending the Virginia Black Chamber of Commerce Foundation.,S0124,Pekarsky
SJ442,Celebrating the life of Henry Mills Harris.,S0099,Sturtevant
SJ443,Commending Tara Dower.,S0096,DeSteph
SJ444,"Celebrating the life of Lieutenant General Arthur J. Gregg, USA, Ret.",S0115,Aird
SJ445,Celebrating the life of Matthew Charles Obenshain.,S0101,Suetterlein
SJ446,Commending the Cave Spring High School cheerleading team.,S0101,Suetterlein
SJ447,Commending Kathryn Ha.,S0101,Suetterlein
SR186,Commending Grant Holloway.,S0118,Craig
SR187,Senate; 2025 operating resolution.,S0067,Locke
SR188,"Celebrating the life of John Wilder McMillan, Jr.",S0119,Diggs
SR189,Celebrating the life of Robert Douglas Wright.,S0122,Head
SR190,Celebrating the life of Charlotte Hall Hutt.,S0078,Stuart
SR191,"Celebrating the life of Malcolm Tecumseh Custalow, Jr.",S0078,Stuart
SR192,Commending the Brunswick Academy softball team.,S0116,Jordan
SR193,Commending Benn's United Methodist Church.,S0116,Jordan
SR194,Commending Bethany Presbyterian Church.,S0116,Jordan
SR195,"Commending Lieutenant Colonel Theresa M. Claiborne, USAF, Ret.",S0116,Jordan
SR196,Commending Producers Peanut Company.,S0116,Jordan
SR197,Commending the Smithfield High School Junior Reserve Officers' Training Corps rifle team.,S0116,Jordan
SR198,Commending the Smithfield Packers Youth Sports 12U girls' flag football team.,S0116,Jordan
SR199,Commending David W. Poole.,S0116,Jordan
SR200,Commending Mill Swamp Baptist Church.,S0116,Jordan
SR201,Commending Greg May.,S0122,Head
SR202,Commending Rashiem D. Franklin.,S0116,Jordan
SR203,Commending Manakin Episcopal Church.,S0099,Sturtevant
SR204,Celebrating the life of Charles Daniel Spruill.,S0119,Diggs
SR205,Nominating persons to be elected to circuit court judgeships.,S0100,Surovell
SR206,Nominating persons to be elected to general district court judgeships.,S0100,Surovell
SR207,Nominating persons to be elected to juvenile and domestic relations district court judgeships.,S0100,Surovell
SR208,Nominating persons to be elected as members of the Judicial Inquiry and Review Commission.,S0100,Surovell
SR209,Nominating a person to be elected as the Auditor of Public Accounts.,S0113,Rouse
SR210,Commending Lawrence Douglas Wilder.,S0114,Bagby
SR211,"Celebrating the life of Roosevelt Harmon, Jr.",S0019,Lucas
SR212,Commending Phyliss Bryum.,S0019,Lucas
SR213,"Commending Judith Brooks-Buck, Ph.D.",S0019,Lucas
SR214,"Commending Josh A. Wyche, Sr.",S0116,Jordan
SR215,Commending Wesley Brown.,S0116,Jordan
SR216,Celebrating the life of Mark Robert Outlaw.,S0116,Jordan
